latitude,longitude,population,median_house_value
32.83,-117.18,1090.0,162000.0
34.22,-119.18,2549.0,198700.0
33.62,-116.96,388.0,221900.0
32.69,-117.07,1091.0,118000.0
37.99,-121.28,284.0,55700.0
34.04,-118.34,1203.0,134600.0
32.66,-117.06,1617.0,133400.0
40.18,-122.21,410.0,63200.0
36.78,-119.8,737.0,73000.0
34.0,-118.3,859.0,134600.0
37.91,-121.7,825.0,187100.0
38.02,-122.02,817.0,156900.0
34.11,-117.83,1484.0,203000.0
32.85,-116.98,3321.0,134500.0
33.77,-118.13,1661.0,360700.0
38.27,-122.69,1066.0,285000.0
35.38,-118.98,1193.0,49400.0
34.1,-118.39,1776.0,500001.0
34.41,-118.56,6902.0,320900.0
34.08,-117.65,624.0,158200.0
37.77,-122.19,1132.0,101400.0
34.59,-118.15,1067.0,111400.0
37.93,-121.05,1649.0,156500.0
37.65,-122.1,796.0,204500.0
34.09,-118.33,1445.0,200000.0
34.1,-118.03,1376.0,201700.0
33.99,-118.4,1113.0,276700.0
38.26,-121.3,901.0,104600.0
34.08,-117.32,576.0,84000.0
33.87,-118.4,719.0,479500.0
33.62,-117.91,937.0,500001.0
38.35,-122.72,1675.0,162500.0
34.27,-118.77,1816.0,196400.0
34.0,-118.43,1008.0,314300.0
33.62,-117.86,1092.0,500001.0
32.8,-115.57,1595.0,69900.0
34.07,-118.32,1420.0,404500.0
35.13,-120.59,2710.0,295500.0
37.74,-122.15,611.0,187500.0
37.38,-121.83,2677.0,184800.0
34.05,-118.35,1065.0,195800.0
32.98,-115.55,1447.0,80800.0
37.02,-121.51,1142.0,374600.0
37.77,-122.24,885.0,206300.0
39.5,-122.53,658.0,71900.0
38.58,-122.45,1324.0,189400.0
38.57,-121.46,326.0,140000.0
33.89,-118.19,1154.0,99500.0
37.67,-121.77,3489.0,264200.0
34.04,-118.05,1098.0,161200.0
34.07,-117.89,804.0,188600.0
37.25,-121.94,1894.0,332800.0
33.93,-117.99,1921.0,210400.0
38.01,-121.82,625.0,96400.0
33.71,-116.24,5525.0,95000.0
34.16,-118.23,1359.0,429100.0
34.63,-120.47,1392.0,142200.0
37.44,-122.15,708.0,500001.0
34.02,-118.35,233.0,134700.0
33.73,-117.86,3249.0,182100.0
34.26,-118.43,935.0,140900.0
34.18,-118.92,1067.0,259300.0
34.06,-118.09,2264.0,179400.0
37.77,-122.43,1712.0,335700.0
36.33,-119.32,674.0,239100.0
39.93,-120.95,922.0,83500.0
34.45,-119.81,1554.0,334000.0
33.99,-118.39,402.0,314900.0
33.94,-118.24,411.0,90000.0
33.69,-116.15,331.0,112500.0
34.11,-118.13,755.0,351100.0
39.11,-121.05,1143.0,170200.0
34.01,-118.48,1410.0,381500.0
35.42,-119.05,1368.0,63200.0
34.07,-118.31,4533.0,166700.0
34.06,-118.03,3481.0,157800.0
33.94,-118.24,1211.0,95500.0
33.86,-118.36,963.0,305900.0
34.06,-118.18,266.0,98200.0
36.87,-119.75,5226.0,143700.0
34.0,-118.26,1457.0,91900.0
37.33,-121.85,2845.0,172800.0
37.98,-122.57,1178.0,355000.0
35.07,-119.45,500.0,30000.0
34.13,-117.31,1296.0,68500.0
32.86,-116.96,1681.0,160300.0
33.13,-117.13,1123.0,80000.0
37.35,-121.86,1256.0,153300.0
34.18,-118.1,902.0,300900.0
40.62,-124.17,706.0,86400.0
37.83,-122.25,1786.0,234100.0
34.28,-119.25,951.0,303200.0
33.76,-118.0,1499.0,176000.0
33.61,-117.71,891.0,80300.0
38.57,-121.76,7984.0,201800.0
32.76,-117.11,1014.0,114200.0
37.32,-120.55,590.0,141400.0
37.34,-121.93,946.0,218500.0
37.67,-120.96,1558.0,114300.0
34.02,-118.28,2690.0,500001.0
40.62,-122.4,2162.0,103100.0
34.22,-118.18,853.0,241700.0
33.77,-118.14,791.0,500000.0
37.65,-122.08,1093.0,165400.0
38.3,-122.48,1241.0,171300.0
37.79,-121.24,2553.0,195000.0
34.05,-118.49,415.0,500001.0
33.76,-117.77,1200.0,500001.0
34.25,-119.15,2965.0,186800.0
34.07,-118.36,748.0,411100.0
38.39,-121.37,893.0,143500.0
34.3,-119.25,445.0,396400.0
33.77,-117.85,3570.0,233100.0
37.56,-122.25,3437.0,430300.0
34.2,-118.23,750.0,317900.0
32.71,-117.13,1472.0,81500.0
34.08,-117.99,2307.0,141000.0
34.87,-117.03,1016.0,101500.0
32.69,-117.06,1250.0,157700.0
33.95,-117.4,954.0,117300.0
37.26,-121.98,1178.0,340700.0
37.51,-120.83,1639.0,198400.0
33.88,-118.37,669.0,324000.0
37.88,-122.29,523.0,216700.0
33.89,-118.38,732.0,379300.0
33.7,-117.19,1990.0,83500.0
33.62,-117.74,686.0,241700.0
41.03,-123.76,1058.0,79800.0
37.75,-122.17,935.0,90000.0
37.8,-122.25,1710.0,151800.0
33.86,-118.38,1798.0,365500.0
36.35,-119.64,1525.0,90400.0
37.37,-122.06,1377.0,500001.0
36.93,-122.0,608.0,400000.0
34.18,-118.45,839.0,228800.0
37.69,-121.76,1919.0,184400.0
32.59,-117.11,1538.0,153100.0
37.87,-122.53,658.0,400000.0
33.85,-116.53,3048.0,110900.0
33.74,-117.86,2984.0,162500.0
38.56,-121.37,3012.0,113500.0
37.82,-122.25,550.0,262500.0
32.66,-117.1,1785.0,106300.0
38.83,-120.79,709.0,118500.0
36.33,-119.66,1052.0,92800.0
32.7,-117.08,1279.0,97000.0
36.87,-120.13,1765.0,61700.0
37.76,-122.41,316.0,225000.0
38.33,-122.77,843.0,290700.0
38.9,-121.52,802.0,98200.0
34.14,-118.05,862.0,500001.0
32.75,-117.24,822.0,220600.0
34.06,-118.19,3020.0,93800.0
37.61,-122.42,669.0,137500.0
38.75,-121.27,1985.0,128500.0
38.13,-121.29,453.0,113500.0
32.82,-117.2,1392.0,172300.0
37.95,-122.32,887.0,146100.0
37.63,-122.07,1175.0,168100.0
37.78,-122.21,1390.0,137300.0
38.41,-122.4,1725.0,267600.0
38.66,-121.23,1334.0,169500.0
36.97,-120.06,1220.0,52800.0
33.86,-118.07,1347.0,189700.0
37.43,-121.88,2762.0,245800.0
34.13,-118.14,1505.0,251100.0
34.44,-119.71,711.0,443000.0
37.8,-122.42,1466.0,500001.0
34.06,-117.25,2948.0,106500.0
34.18,-118.97,3419.0,293100.0
33.77,-118.03,1818.0,255900.0
35.39,-118.97,1547.0,59500.0
37.38,-122.05,2029.0,450000.0
36.65,-119.67,1464.0,92300.0
38.56,-122.59,721.0,245000.0
33.94,-118.0,444.0,174400.0
37.78,-122.21,1240.0,102800.0
34.68,-118.12,2439.0,131500.0
34.08,-118.2,1405.0,114000.0
38.67,-121.31,807.0,135700.0
37.98,-120.37,1112.0,91400.0
39.23,-121.0,1267.0,191700.0
38.68,-121.29,2029.0,132500.0
34.26,-117.22,1749.0,162500.0
33.75,-116.71,1874.0,150500.0
32.76,-117.11,1304.0,114400.0
33.92,-118.21,4551.0,131900.0
32.66,-117.04,1471.0,303900.0
33.9,-118.42,686.0,500001.0
32.9,-117.04,3146.0,436100.0
33.09,-117.26,349.0,500001.0
33.91,-118.26,903.0,93100.0
35.36,-119.03,977.0,81300.0
34.19,-118.39,627.0,192900.0
34.25,-118.3,859.0,197300.0
34.01,-118.27,1745.0,113300.0
34.09,-118.1,829.0,227300.0
34.13,-117.37,1621.0,118500.0
34.07,-117.75,1246.0,146200.0
33.49,-117.73,1530.0,500001.0
34.08,-117.62,1678.0,111800.0
37.0,-121.79,1154.0,290400.0
39.14,-121.62,1202.0,61500.0
34.19,-118.41,450.0,193800.0
37.8,-122.21,1221.0,151000.0
34.08,-118.34,495.0,500001.0
32.73,-117.1,2005.0,102900.0
39.15,-122.2,434.0,108000.0
34.22,-118.45,1803.0,185700.0
34.06,-117.16,1412.0,94300.0
32.56,-116.97,5176.0,153300.0
37.77,-122.26,915.0,228100.0
36.34,-120.08,2030.0,112500.0
33.7,-117.96,1103.0,289600.0
32.74,-117.1,3555.0,100000.0
37.66,-122.43,1102.0,281500.0
33.68,-117.81,788.0,500001.0
35.44,-119.01,1465.0,82500.0
40.81,-124.23,544.0,50800.0
37.5,-122.04,307.0,156300.0
33.91,-118.13,261.0,183800.0
37.28,-121.87,2459.0,249600.0
38.72,-119.93,573.0,97900.0
34.88,-120.45,929.0,269700.0
38.05,-122.16,926.0,208300.0
33.77,-118.18,1339.0,155000.0
33.77,-118.16,1284.0,304100.0
35.38,-119.12,706.0,121000.0
33.83,-118.38,1070.0,384800.0
33.77,-118.2,995.0,106300.0
34.21,-118.4,554.0,181300.0
34.24,-118.44,1531.0,178200.0
34.0,-118.4,1012.0,344300.0
34.9,-120.43,1117.0,164000.0
33.82,-117.86,1015.0,230900.0
32.8,-117.01,1198.0,168900.0
34.12,-118.25,1584.0,153100.0
33.89,-118.1,1483.0,185600.0
35.33,-120.84,1520.0,207800.0
33.12,-117.11,59.0,200000.0
33.87,-118.07,1945.0,299100.0
37.98,-121.34,1158.0,191700.0
33.46,-116.99,846.0,43000.0
40.8,-124.13,1259.0,81100.0
33.99,-118.26,1807.0,103500.0
37.41,-121.87,2089.0,273700.0
34.04,-118.12,1355.0,235300.0
34.14,-117.97,903.0,136000.0
37.3,-122.04,1076.0,345900.0
33.93,-118.28,74.0,90600.0
37.73,-122.46,812.0,394100.0
37.73,-122.16,768.0,171600.0
33.88,-117.94,770.0,256000.0
37.76,-122.18,1111.0,91200.0
33.97,-118.26,880.0,95700.0
38.53,-121.48,708.0,103900.0
37.71,-121.91,2038.0,231800.0
33.0,-117.27,1085.0,387800.0
34.1,-118.26,1421.0,318600.0
37.64,-121.0,325.0,90600.0
36.19,-120.09,2809.0,55100.0
34.09,-117.3,745.0,75200.0
34.21,-118.38,1665.0,179100.0
38.48,-121.45,1638.0,103100.0
34.02,-118.3,1768.0,103800.0
34.18,-118.69,415.0,500001.0
37.74,-122.44,2818.0,391900.0
38.7,-121.24,1585.0,166800.0
38.2,-120.9,1319.0,93200.0
37.81,-122.25,389.0,237500.0
33.72,-117.92,1520.0,274200.0
34.15,-118.4,837.0,380400.0
33.74,-117.92,4011.0,189300.0
34.02,-118.31,1186.0,98400.0
33.92,-117.39,2327.0,113700.0
35.33,-119.07,4870.0,100700.0
34.18,-118.38,2251.0,200000.0
37.87,-122.28,1293.0,220700.0
34.02,-118.29,2044.0,118800.0
33.88,-118.3,1881.0,242100.0
34.22,-118.58,950.0,230400.0
34.14,-117.46,381.0,116100.0
33.6,-114.65,666.0,94900.0
33.76,-117.98,1988.0,150000.0
34.21,-118.45,2172.0,195600.0
40.81,-124.15,235.0,67500.0
34.04,-117.67,776.0,99700.0
38.42,-122.74,1073.0,141000.0
37.76,-122.19,522.0,72500.0
34.19,-118.4,306.0,216700.0
34.1,-118.23,799.0,143800.0
39.15,-121.63,1419.0,73500.0
36.21,-119.34,537.0,68400.0
34.19,-118.88,842.0,309900.0
37.95,-122.33,981.0,135800.0
35.37,-118.97,1156.0,48900.0
34.0,-118.29,1558.0,109600.0
36.82,-119.82,752.0,151500.0
33.93,-118.19,1227.0,145700.0
37.74,-121.93,1272.0,343500.0
37.89,-122.27,975.0,430500.0
32.81,-116.99,4439.0,250000.0
37.97,-121.98,1232.0,231100.0
37.9,-122.45,1292.0,500001.0
36.82,-119.69,1207.0,55900.0
38.16,-121.22,2038.0,151200.0
37.95,-122.06,950.0,186400.0
34.69,-118.2,7694.0,163400.0
32.79,-117.09,872.0,177700.0
34.03,-117.93,1837.0,164500.0
38.46,-122.91,912.0,251900.0
34.09,-118.21,1961.0,159200.0
33.96,-118.12,956.0,246000.0
34.61,-120.09,317.0,84400.0
32.79,-117.07,911.0,277600.0
36.33,-119.65,624.0,59100.0
33.89,-117.88,353.0,173300.0
34.29,-118.44,1555.0,193800.0
34.1,-117.36,1366.0,92800.0
34.01,-118.13,736.0,161800.0
33.57,-117.65,1185.0,195600.0
33.76,-117.84,615.0,218800.0
33.2,-117.27,1360.0,150700.0
33.61,-117.9,860.0,500001.0
34.24,-116.87,622.0,182800.0
36.34,-119.31,2250.0,65200.0
37.73,-122.14,922.0,251900.0
37.63,-122.43,2154.0,342300.0
39.36,-121.7,1505.0,56000.0
37.72,-122.45,613.0,228900.0
40.58,-122.37,835.0,76900.0
33.72,-117.86,1909.0,159100.0
34.13,-117.78,3710.0,260500.0
37.13,-120.26,648.0,58800.0
33.89,-118.15,4196.0,148300.0
40.05,-122.1,305.0,72700.0
33.04,-117.08,1193.0,264100.0
32.8,-116.96,1420.0,104200.0
34.96,-120.44,851.0,113300.0
37.38,-121.87,2052.0,335600.0
33.79,-117.95,1233.0,218300.0
38.58,-122.72,2936.0,240800.0
34.17,-117.33,2564.0,119900.0
37.84,-122.29,1017.0,132500.0
34.09,-118.34,1691.0,210000.0
34.22,-117.38,489.0,221300.0
33.88,-118.31,1371.0,260700.0
33.72,-117.2,1674.0,110100.0
37.48,-121.02,244.0,187500.0
37.67,-121.01,1072.0,108100.0
34.11,-117.39,627.0,132700.0
37.79,-122.43,1248.0,500001.0
34.12,-116.0,1358.0,57700.0
34.12,-118.05,2302.0,476700.0
34.17,-118.12,1363.0,287900.0
34.05,-118.37,776.0,440900.0
35.39,-118.99,1516.0,48800.0
40.82,-121.41,915.0,90300.0
33.97,-118.22,1097.0,183300.0
37.96,-121.26,367.0,63600.0
34.1,-117.31,2406.0,69500.0
34.48,-117.32,2739.0,93100.0
33.76,-118.27,32.0,112500.0
34.26,-118.76,962.0,190400.0
34.09,-118.26,2652.0,241400.0
33.86,-118.43,162.0,500001.0
35.32,-120.83,1814.0,183200.0
34.94,-120.45,891.0,120600.0
33.81,-117.76,199.0,500001.0
33.78,-118.26,2931.0,163100.0
33.96,-118.31,1167.0,127400.0
34.17,-118.3,3309.0,222400.0
34.15,-118.39,1212.0,394400.0
37.27,-122.01,1220.0,500001.0
33.6,-117.96,384.0,471400.0
33.98,-118.24,1288.0,125000.0
36.75,-119.81,855.0,55100.0
41.06,-122.34,631.0,65800.0
37.79,-122.19,546.0,172800.0
34.08,-117.63,1257.0,111700.0
33.83,-117.23,681.0,100000.0
36.8,-119.73,1197.0,74600.0
37.85,-122.27,152.0,106300.0
32.77,-117.0,881.0,241400.0
34.18,-118.29,1441.0,320400.0
33.99,-118.27,730.0,101800.0
34.06,-118.31,1351.0,410000.0
32.79,-117.19,777.0,238400.0
37.68,-122.08,253.0,275000.0
37.67,-120.98,682.0,155500.0
34.04,-118.33,1161.0,161500.0
37.55,-122.0,3026.0,332400.0
36.97,-122.02,1365.0,281300.0
36.33,-119.31,772.0,84900.0
38.25,-122.65,1852.0,193300.0
33.98,-118.07,2032.0,167800.0
34.02,-118.19,1735.0,136700.0
37.31,-120.48,1684.0,75600.0
37.33,-121.88,3561.0,187500.0
32.8,-117.14,1256.0,179800.0
37.39,-118.6,1134.0,166000.0
34.42,-119.67,1369.0,232600.0
37.81,-121.2,193.0,212500.0
33.85,-117.97,1611.0,182900.0
33.75,-118.04,1291.0,235600.0
37.52,-120.86,5372.0,127100.0
33.88,-118.2,2858.0,136900.0
38.0,-122.39,23.0,212500.0
33.99,-117.9,5325.0,171900.0
33.85,-118.08,682.0,191300.0
33.98,-116.5,1420.0,146400.0
33.16,-117.34,1286.0,243700.0
37.5,-120.82,1313.0,135400.0
35.37,-119.01,568.0,84400.0
38.61,-121.31,316.0,326700.0
33.69,-114.56,333.0,85700.0
37.45,-122.19,853.0,464600.0
37.89,-122.3,518.0,206300.0
33.82,-118.18,1042.0,216700.0
37.34,-121.92,1087.0,391300.0
38.67,-121.32,1396.0,114500.0
36.1,-119.57,737.0,68800.0
34.03,-118.46,1042.0,327300.0
33.71,-118.03,738.0,271400.0
37.89,-122.11,1067.0,279500.0
34.06,-118.12,1304.0,214700.0
34.03,-118.45,711.0,318100.0
33.92,-118.21,645.0,115400.0
38.27,-122.31,783.0,194400.0
36.14,-119.19,408.0,85900.0
34.18,-118.44,1206.0,221000.0
38.7,-121.45,1141.0,90400.0
33.98,-118.19,1058.0,156700.0
36.84,-119.77,891.0,124400.0
32.76,-117.05,2076.0,154800.0
33.69,-116.25,907.0,92900.0
33.93,-118.01,1886.0,174400.0
36.76,-119.77,2219.0,49100.0
33.86,-117.93,778.0,155000.0
38.6,-121.42,574.0,102800.0
37.37,-121.9,120.0,187500.0
34.26,-118.9,11956.0,321300.0
33.98,-118.32,864.0,101000.0
34.06,-117.93,628.0,187500.0
37.01,-121.57,1066.0,170300.0
33.9,-118.02,1276.0,205200.0
34.18,-116.29,1756.0,60800.0
34.44,-119.84,537.0,274300.0
34.58,-118.38,913.0,148900.0
36.6,-121.88,760.0,178100.0
37.79,-121.23,1198.0,116800.0
38.5,-121.48,1740.0,70300.0
34.05,-118.14,954.0,236400.0
35.41,-120.87,782.0,278100.0
39.33,-120.17,195.0,116300.0
33.84,-118.1,316.0,209100.0
35.61,-117.66,2623.0,87200.0
34.25,-118.41,981.0,143100.0
36.83,-119.76,1360.0,110900.0
33.94,-118.3,2521.0,114900.0
37.3,-121.92,772.0,310100.0
37.38,-121.83,3278.0,209900.0
33.66,-117.22,1007.0,117200.0
39.26,-120.99,1090.0,179200.0
34.12,-117.65,1071.0,239000.0
37.86,-122.48,1177.0,500001.0
33.96,-118.23,3913.0,148200.0
32.72,-117.09,770.0,102500.0
34.07,-117.77,2392.0,124000.0
38.67,-120.98,1286.0,186600.0
32.83,-117.14,896.0,177500.0
34.07,-117.92,658.0,191700.0
33.93,-118.11,1196.0,283500.0
36.57,-119.3,461.0,109100.0
33.92,-117.87,1905.0,303000.0
34.43,-119.64,1002.0,500001.0
33.97,-118.26,1144.0,90600.0
33.76,-118.01,1249.0,191900.0
33.2,-117.28,1012.0,175600.0
33.98,-118.35,1082.0,207600.0
33.98,-118.41,1695.0,307200.0
33.9,-118.07,776.0,162700.0
34.15,-118.26,2315.0,252300.0
33.84,-118.01,2354.0,213400.0
33.83,-116.98,653.0,139300.0
33.72,-118.06,1619.0,500001.0
33.91,-117.92,1204.0,336900.0
37.44,-121.88,1028.0,186900.0
33.52,-117.12,13251.0,212300.0
38.61,-121.5,638.0,225000.0
37.54,-120.72,431.0,131300.0
39.22,-122.04,670.0,92800.0
36.93,-121.73,1954.0,224700.0
34.11,-117.23,1425.0,78300.0
33.77,-117.79,1680.0,439000.0
37.99,-121.89,928.0,170500.0
34.06,-118.27,1204.0,275000.0
33.82,-118.2,913.0,272200.0
33.07,-117.07,1045.0,444100.0
34.55,-117.54,1620.0,83300.0
38.56,-121.33,1694.0,109400.0
34.06,-118.31,4225.0,187500.0
37.4,-121.86,2196.0,268400.0
38.03,-121.33,635.0,126700.0
34.09,-118.14,1547.0,219000.0
36.57,-119.6,1205.0,68300.0
38.91,-120.88,1960.0,127300.0
37.72,-122.17,2139.0,166300.0
37.35,-122.03,1930.0,311400.0
34.12,-117.84,1142.0,187600.0
37.69,-122.47,1452.0,256100.0
33.83,-118.12,691.0,221300.0
37.99,-122.06,384.0,137500.0
33.85,-117.98,1085.0,181500.0
37.59,-122.07,2568.0,151400.0
38.58,-121.44,764.0,147100.0
37.65,-122.12,86.0,137500.0
33.88,-118.21,1405.0,143000.0
33.8,-117.96,1119.0,231300.0
34.31,-118.48,892.0,172400.0
33.94,-118.12,973.0,283000.0
37.79,-122.41,3436.0,275000.0
34.02,-118.3,2327.0,108000.0
37.43,-122.11,1562.0,463700.0
36.63,-121.93,638.0,319800.0
33.99,-118.1,933.0,162500.0
34.17,-119.19,1458.0,191100.0
36.7,-119.81,178.0,52500.0
34.09,-118.25,1211.0,189400.0
40.79,-124.16,1206.0,90600.0
38.65,-121.23,1349.0,212900.0
38.09,-121.23,236.0,230000.0
40.26,-120.2,1037.0,47600.0
35.34,-119.08,768.0,130100.0
37.85,-122.28,506.0,147900.0
33.87,-118.33,385.0,278100.0
33.75,-117.82,342.0,146500.0
33.92,-118.14,2313.0,218200.0
37.27,-121.89,688.0,240900.0
33.83,-118.28,3887.0,194400.0
33.83,-117.96,474.0,298900.0
33.79,-118.27,1291.0,174000.0
38.01,-121.8,1088.0,109400.0
32.99,-117.04,4413.0,314900.0
33.82,-117.94,878.0,196900.0
33.65,-117.98,1500.0,197900.0
33.78,-118.01,1166.0,233100.0
34.29,-119.3,2535.0,165300.0
37.78,-122.22,1525.0,128800.0
32.81,-117.13,1202.0,166500.0
38.67,-121.28,430.0,158800.0
38.43,-121.81,756.0,133100.0
33.74,-117.0,2143.0,94400.0
37.81,-122.25,1373.0,218800.0
33.04,-117.07,926.0,210100.0
38.7,-121.27,1817.0,145300.0
32.83,-115.57,959.0,67500.0
34.09,-118.35,1108.0,288900.0
38.45,-122.69,711.0,183000.0
32.7,-117.13,917.0,75600.0
38.3,-122.29,315.0,146900.0
36.28,-119.29,749.0,120100.0
37.6,-122.41,1915.0,412000.0
36.91,-121.75,1102.0,161400.0
34.05,-118.44,1588.0,500001.0
38.33,-122.31,1051.0,183300.0
34.07,-117.03,1615.0,220300.0
37.7,-122.41,1376.0,214200.0
32.98,-117.24,2607.0,337000.0
34.06,-118.21,1152.0,156800.0
40.2,-122.23,322.0,128800.0
38.69,-121.17,2623.0,243200.0
33.87,-118.4,965.0,500001.0
33.93,-118.23,487.0,87000.0
34.2,-118.13,573.0,240200.0
39.83,-120.46,1567.0,75900.0
34.27,-118.53,948.0,329200.0
32.72,-117.1,1094.0,137200.0
38.14,-121.28,1431.0,99500.0
36.53,-119.38,1423.0,51400.0
33.92,-118.09,713.0,167400.0
41.8,-124.17,1259.0,109400.0
34.16,-118.27,787.0,255500.0
34.02,-118.18,965.0,133900.0
33.92,-118.13,615.0,201500.0
38.6,-121.37,414.0,283300.0
34.03,-118.42,326.0,374300.0
36.85,-121.41,1474.0,145900.0
36.31,-119.31,1643.0,92600.0
34.08,-118.22,573.0,154200.0
37.91,-122.55,567.0,460000.0
38.67,-121.19,773.0,147000.0
36.8,-119.71,861.0,81400.0
35.13,-118.46,1457.0,94900.0
38.18,-122.8,957.0,253100.0
32.98,-117.26,1690.0,226900.0
32.74,-117.22,555.0,345200.0
33.94,-117.91,2314.0,350500.0
34.12,-117.39,3253.0,140500.0
32.82,-117.2,643.0,171600.0
34.04,-118.42,639.0,409800.0
37.91,-122.31,1992.0,177800.0
32.81,-115.58,458.0,96300.0
33.99,-118.32,735.0,108900.0
34.12,-118.34,1237.0,409600.0
37.77,-122.42,589.0,250000.0
34.22,-119.19,2460.0,219900.0
37.27,-121.86,2292.0,246500.0
36.29,-119.12,942.0,66200.0
37.67,-120.98,824.0,109100.0
33.78,-117.98,2901.0,180200.0
34.05,-118.42,1698.0,500001.0
33.76,-117.99,1351.0,190900.0
37.28,-121.93,1537.0,214000.0
34.02,-117.62,2280.0,195100.0
34.09,-117.98,2640.0,161300.0
34.15,-117.28,604.0,122200.0
33.17,-117.35,812.0,198000.0
33.7,-118.01,1741.0,302700.0
37.54,-121.96,2738.0,236000.0
37.69,-122.15,957.0,183600.0
36.8,-119.84,1463.0,66900.0
34.15,-118.27,1494.0,230800.0
37.36,-122.08,1001.0,500001.0
33.89,-118.25,1154.0,105500.0
37.11,-120.31,985.0,112500.0
34.18,-118.38,3129.0,174200.0
38.44,-122.82,555.0,304700.0
34.1,-118.36,578.0,405100.0
33.97,-118.38,1151.0,362600.0
34.05,-118.03,1557.0,157500.0
37.35,-122.01,1158.0,289500.0
34.21,-118.48,2077.0,197400.0
34.13,-117.86,607.0,209500.0
38.61,-121.42,589.0,84400.0
34.09,-118.43,497.0,500001.0
33.19,-117.38,359.0,162500.0
37.9,-122.56,641.0,463500.0
38.48,-122.66,919.0,176200.0
39.74,-121.84,1181.0,85100.0
37.77,-121.61,144.0,125000.0
37.72,-120.93,247.0,179500.0
34.16,-118.19,735.0,375700.0
38.54,-121.45,810.0,56000.0
39.33,-120.2,905.0,109500.0
34.04,-118.36,993.0,139400.0
34.09,-118.25,1919.0,174300.0
34.39,-117.34,2216.0,100500.0
34.01,-118.34,1407.0,266700.0
33.62,-117.64,1202.0,184800.0
37.78,-122.48,1362.0,393800.0
38.48,-122.48,765.0,348200.0
36.16,-119.45,1268.0,106900.0
33.71,-118.04,1605.0,396900.0
36.81,-119.71,662.0,55000.0
38.66,-121.27,1032.0,189800.0
34.06,-118.36,1109.0,355000.0
34.08,-117.92,1257.0,185200.0
33.9,-118.0,1127.0,206300.0
32.79,-117.03,3331.0,166300.0
33.76,-118.34,1871.0,500001.0
37.33,-121.79,2491.0,283700.0
34.08,-117.86,1003.0,380900.0
38.61,-121.43,1100.0,95700.0
37.72,-122.43,782.0,259800.0
32.78,-117.15,611.0,205100.0
38.04,-121.9,838.0,90200.0
33.73,-117.99,1181.0,250900.0
38.49,-121.45,1540.0,109800.0
37.65,-120.95,72.0,225000.0
37.98,-121.23,373.0,181300.0
36.47,-121.74,970.0,279100.0
36.9,-121.29,1734.0,374200.0
34.1,-117.58,3359.0,127800.0
33.89,-117.85,1486.0,262300.0
34.13,-117.9,2868.0,117600.0
37.72,-122.44,1173.0,265000.0
38.32,-122.29,2317.0,153200.0
34.26,-118.78,1834.0,254500.0
36.3,-119.66,717.0,70500.0
33.86,-118.15,1069.0,209000.0
33.94,-117.99,758.0,214000.0
38.56,-121.71,4071.0,164100.0
40.86,-124.08,805.0,150000.0
33.84,-116.52,853.0,130400.0
37.95,-121.26,1368.0,62000.0
36.72,-119.59,621.0,130600.0
33.86,-117.97,1265.0,174300.0
38.28,-122.03,2418.0,144000.0
33.79,-117.88,928.0,190300.0
33.99,-118.25,1362.0,107900.0
33.8,-118.01,1488.0,219500.0
37.78,-122.21,792.0,142600.0
34.03,-117.19,900.0,182400.0
33.87,-118.0,1356.0,165600.0
33.97,-118.21,1268.0,170600.0
34.43,-119.8,1456.0,276400.0
37.57,-122.35,800.0,500001.0
33.9,-117.22,5155.0,121500.0
39.13,-122.87,810.0,86500.0
33.79,-118.32,3240.0,271100.0
37.29,-122.03,1147.0,500001.0
34.11,-118.24,1161.0,176700.0
39.5,-123.79,588.0,157300.0
37.77,-122.45,885.0,500001.0
34.14,-117.96,619.0,179600.0
39.5,-121.44,790.0,90800.0
33.37,-117.26,1440.0,154600.0
39.13,-123.21,822.0,127400.0
33.89,-118.33,982.0,226900.0
38.92,-121.1,1847.0,135500.0
34.07,-117.72,2580.0,134200.0
34.08,-117.92,679.0,191900.0
33.66,-117.69,1256.0,350500.0
36.72,-120.06,736.0,60400.0
34.16,-118.26,950.0,177100.0
33.75,-117.96,1814.0,176100.0
37.8,-122.25,1062.0,171400.0
34.03,-118.15,1687.0,158800.0
34.13,-117.25,1291.0,83400.0
34.53,-117.25,2455.0,158200.0
34.18,-118.65,1769.0,367600.0
38.69,-121.15,6675.0,225000.0
33.93,-118.2,2341.0,131100.0
37.36,-121.97,306.0,247600.0
33.78,-118.05,937.0,359100.0
32.86,-117.25,606.0,500001.0
37.98,-122.35,2237.0,132900.0
32.76,-117.17,1160.0,354200.0
37.51,-122.26,351.0,258100.0
32.77,-117.19,248.0,143800.0
37.66,-121.89,769.0,231300.0
34.18,-118.21,1113.0,500001.0
33.99,-117.96,660.0,297600.0
36.88,-121.71,2332.0,177000.0
37.67,-122.09,673.0,175000.0
37.4,-121.99,1196.0,226700.0
36.99,-121.99,1039.0,207000.0
33.84,-118.29,2321.0,237900.0
33.06,-116.93,1628.0,239900.0
38.1,-122.26,1794.0,133300.0
34.06,-117.71,912.0,160400.0
38.59,-121.29,1346.0,95600.0
36.83,-119.81,2712.0,135500.0
38.02,-122.25,946.0,205100.0
34.08,-118.18,2230.0,129300.0
37.75,-122.49,1041.0,321200.0
34.13,-118.08,2273.0,228500.0
32.67,-117.09,983.0,117000.0
37.99,-122.09,1773.0,205400.0
33.98,-118.36,344.0,218800.0
32.71,-117.14,894.0,103100.0
